,img_id,feat_A,feat_B,feat_C,feat_D,feat_E,label
891,PAT_934_1778_140.png,0.1138,0.737,0.222,12.5,False,False
892,PAT_1531_1800_683.png,0.0656,0.716,0.206,,False,False
893,PAT_2144_4738_120.png,0.0841,0.704,0.578,,False,False
894,PAT_1370_1274_515.png,0.0782,0.71,0.227,,False,False
895,PAT_251_382_164.png,0.1477,0.714,0.258,9.0,True,False
896,PAT_862_1643_386.png,0.1936,0.731,0.224,1.5,True,False
897,PAT_1418_1447_360.png,0.0873,0.714,0.505,,True,False
898,PAT_56_86_802.png,0.1489,0.819,0.246,22.0,True,False
899,PAT_2103_4581_72.png,0.4443,0.95,0.321,,True,False
900,PAT_1846_3622_35.png,0.0783,0.724,0.23,,False,False
901,PAT_1365_1253_912.png,0.1449,0.729,0.166,,False,False
902,PAT_1509_1742_422.png,0.1978,0.713,0.169,,False,False
903,PAT_625_1184_994.png,0.0477,0.724,0.286,5.0,True,False
904,PAT_522_985_991.png,0.0996,0.726,0.264,6.0,True,False
905,PAT_43_1017_483.png,0.2016,0.719,0.085,3.5,False,False
906,PAT_1349_1229_828.png,0.0999,0.708,0.359,,False,False
907,PAT_1374_1284_208.png,0.7481,0.817,0.268,,False,False
908,PAT_609_1159_932.png,0.1458,0.793,0.327,11.0,True,False
909,PAT_1090_376_384.png,0.1039,0.724,0.121,,False,False
910,PAT_370_2558_175.png,0.2051,0.757,0.452,9.5,False,False
911,PAT_225_345_903.png,0.091,0.69,0.203,9.0,False,False
912,PAT_1371_1276_145.png,0.0504,0.725,0.135,,False,False
913,PAT_71_108_617.png,0.1033,0.734,0.211,14.0,False,False
914,PAT_475_913_874.png,0.1005,0.732,0.225,4.0,True,False
915,PAT_1273_952_89.png,0.1166,0.739,0.321,,True,False
916,PAT_1712_3173_684.png,0.0894,0.724,0.276,,False,False
917,PAT_212_327_532.png,0.0689,0.701,0.451,10.5,True,False
918,PAT_1340_1208_931.png,0.1588,0.765,0.125,,True,False
919,PAT_1420_1460_951.png,0.1521,0.747,0.104,,False,False
920,PAT_935_1786_482.png,0.1536,0.768,0.183,7.5,False,False
922,PAT_168_260_654.png,0.0849,0.696,0.298,13.0,True,False
923,PAT_439_2887_834.png,0.1479,0.705,0.195,4.5,False,False
924,PAT_596_1146_294.png,0.0404,0.709,0.336,1.0,True,False
925,PAT_314_672_909.png,0.0574,0.695,0.279,4.0,False,False
926,PAT_255_388_231.png,0.1638,0.754,0.476,9.5,True,False
927,PAT_809_1527_202.png,0.0897,0.716,0.274,4.5,False,False
928,PAT_224_343_782.png,0.0498,0.695,0.136,3.0,True,False
929,PAT_959_1813_1000.png,0.1353,0.755,0.223,4.0,False,False
930,PAT_1551_1889_948.png,0.0451,0.689,0.191,,False,False
931,PAT_1944_3921_281.png,0.0729,0.712,0.253,,True,False
932,PAT_1741_3273_34.png,0.8576,0.899,0.519,,False,False
933,PAT_1065_276_231.png,0.0895,0.704,0.129,,False,False
934,PAT_2034_4269_670.png,0.376,0.858,0.233,,False,False
935,PAT_448_875_81.png,0.2299,0.738,0.162,4.5,False,False
937,PAT_1415_1437_527.png,0.1161,0.766,0.197,,False,False
938,PAT_1735_3241_207.png,0.1079,0.726,,,True,False
939,PAT_2053_4360_281.png,0.1893,0.754,0.262,,False,False
940,PAT_90_139_57.png,0.1571,0.767,0.207,6.0,False,False
941,PAT_827_1598_85.png,0.1754,0.778,0.262,17.5,False,False
942,PAT_1780_3380_542.png,0.1121,0.758,0.378,,False,False
943,PAT_1529_1798_206.png,0.6567,0.958,0.342,,True,False
944,PAT_954_1808_415.png,0.377,0.876,0.425,8.5,False,False
945,PAT_471_909_394.png,0.2594,0.833,0.378,58.0,False,False
946,PAT_1288_1003_553.png,0.0692,0.723,0.313,,True,False
947,PAT_337_706_598.png,0.193,0.742,0.219,31.0,False,False
948,PAT_817_4471_179.png,0.1537,0.771,0.234,10.5,True,False
949,PAT_1892_3760_713.png,0.3378,0.887,0.27,,True,False
950,PAT_1326_1156_163.png,0.4858,0.847,0.457,,True,False
951,PAT_771_1488_922.png,0.1317,0.747,0.503,7.0,True,False
952,PAT_379_1531_17.png,0.0554,0.697,0.326,18.5,True,False
953,PAT_2065_4412_407.png,0.0934,0.72,0.271,,True,False
954,PAT_921_1750_313.png,0.4381,0.961,0.339,4.0,False,False
955,PAT_392_792_712.png,0.1892,0.756,0.216,6.0,True,False
956,PAT_768_1449_842.png,0.2002,0.783,,23.0,False,False
957,PAT_1764_3336_981.png,0.0658,0.709,0.221,,False,False
958,PAT_633_1199_218.png,0.091,0.704,0.38,8.5,True,False
959,PAT_53_1144_892.png,0.2399,0.799,0.412,11.0,True,False
960,PAT_528_3072_615.png,0.0636,0.702,0.502,7.0,False,False
961,PAT_2119_4625_733.png,0.9105,0.921,0.267,,False,False
962,PAT_473_911_610.png,0.1406,0.721,0.192,9.0,True,False
963,PAT_816_1544_933.png,0.1737,0.802,0.298,30.0,False,False
964,PAT_330_698_302.png,0.0601,0.7,0.285,14.5,False,False
965,PAT_159_246_630.png,0.1439,0.73,0.324,6.5,False,False
966,PAT_571_1096_10.png,0.0439,0.734,0.559,14.0,False,False
967,PAT_1481_1675_371.png,0.1867,0.743,0.268,,False,False
968,PAT_510_959_985.png,0.1512,0.72,0.412,7.5,True,False
969,PAT_409_2614_805.png,0.1608,0.724,0.316,3.5,False,False
970,PAT_768_1450_402.png,0.1746,0.774,0.313,13.5,False,False
971,PAT_1216_759_542.png,0.1027,0.723,,,True,False
972,PAT_123_186_718.png,0.0979,0.712,0.406,11.0,False,False
973,PAT_1626_2811_850.png,0.1576,0.737,0.238,,False,False
974,PAT_1133_510_956.png,0.7583,0.927,0.331,,False,False
975,PAT_59_93_342.png,0.1208,0.729,0.189,19.0,False,False
976,PAT_330_1440_532.png,0.0558,0.704,0.345,5.5,False,False
977,PAT_1934_3890_306.png,0.1339,0.739,0.329,,True,False
978,PAT_1203_724_762.png,0.0841,0.742,,,False,False
979,PAT_2098_4559_436.png,0.4779,0.844,0.192,,False,False
980,PAT_1275_955_131.png,0.1226,0.731,,,True,False
981,PAT_798_1529_282.png,0.1007,0.78,0.247,4.5,False,False
982,PAT_796_1509_400.png,0.1007,0.721,0.259,13.5,True,False
983,PAT_373_2598_514.png,0.2143,0.743,0.416,6.0,True,False
984,PAT_1221_766_430.png,0.1421,0.835,0.24,,True,False
985,PAT_167_684_365.png,0.1186,0.72,0.212,8.5,False,False
986,PAT_535_1010_303.png,0.0783,0.728,0.235,5.5,False,False
987,PAT_798_1771_240.png,0.0915,0.733,0.174,4.5,False,False
988,PAT_150_1799_644.png,0.2797,0.81,0.392,9.0,False,False
989,PAT_192_296_824.png,0.059,0.707,0.222,10.0,True,False
990,PAT_142_210_904.png,0.1034,0.724,0.342,5.5,False,False
991,PAT_1555_2396_71.png,0.1734,0.746,0.455,,True,False
992,PAT_528_993_589.png,0.1439,0.749,0.568,7.0,False,False
993,PAT_722_1376_280.png,0.1068,0.73,0.404,9.5,False,False
994,PAT_953_1806_845.png,0.1404,0.728,0.149,8.5,True,False
995,PAT_340_714_314.png,0.0847,0.755,0.536,13.0,True,True
996,PAT_1170_609_378.png,0.604,0.897,0.146,,False,False
997,PAT_845_1604_313.png,0.1917,0.784,0.178,12.5,False,False
998,PAT_996_6_367.png,0.1428,0.723,0.121,,False,False
999,PAT_2122_4642_204.png,0.4207,0.823,0.212,,False,False
1000,PAT_168_262_292.png,0.0476,0.72,0.335,12.0,True,False
1001,PAT_277_427_658.png,0.079,0.721,0.207,5.5,False,False
1002,PAT_38_1003_226.png,0.174,0.75,,7.5,False,False
1003,PAT_903_1720_647.png,0.0872,0.721,0.334,2.5,False,False
1004,PAT_2039_4290_273.png,0.8807,0.938,0.311,,True,False
1005,PAT_1727_3233_399.png,0.2281,0.849,0.205,,False,False
1006,PAT_272_419_906.png,0.2071,0.73,0.179,13.5,False,False
1007,PAT_29_40_561.png,0.1252,0.731,0.344,8.5,False,False
1008,PAT_164_255_119.png,0.1613,0.767,0.239,9.5,False,False
1009,PAT_238_364_387.png,0.1248,0.749,0.203,15.0,False,False
1010,PAT_1955_3946_319.png,0.2288,0.741,0.204,,True,False
1011,PAT_944_1795_666.png,0.1601,0.795,0.358,8.5,True,False
1012,PAT_490_933_17.png,0.1486,0.718,0.303,4.5,True,False
1013,PAT_180_279_746.png,0.0757,0.707,,14.0,True,False
1014,PAT_789_1483_793.png,0.1698,0.762,0.485,11.0,True,False
1015,PAT_1767_3340_959.png,0.1855,0.762,0.181,,False,False
1016,PAT_1408_1404_929.png,0.4148,0.85,0.198,,False,False
1017,PAT_1951_3934_98.png,0.6301,0.9,0.401,,True,False
1019,PAT_1483_1678_538.png,0.331,0.853,0.213,,False,False
1020,PAT_711_4067_260.png,0.1036,0.625,0.298,22.0,False,False
1021,PAT_914_1740_932.png,0.1326,0.725,0.253,6.0,False,False
1022,PAT_53_81_522.png,0.6626,0.859,0.388,10.5,False,False
1023,PAT_1370_1273_41.png,0.0686,0.732,0.209,,True,False
1024,PAT_457_890_255.png,0.1527,0.757,0.499,5.5,False,False
1025,PAT_494_939_518.png,0.1536,0.737,0.218,5.0,False,False
1026,PAT_835_1578_52.png,0.1013,0.721,0.356,12.5,False,False
1027,PAT_325_689_528.png,0.07,0.696,0.178,9.0,False,False
1028,PAT_344_718_206.png,0.0963,0.717,0.217,3.0,False,False
1029,PAT_1088_373_781.png,0.7759,0.927,0.163,,False,False
1030,PAT_1061_254_813.png,0.1673,0.706,0.146,,False,False
1031,PAT_432_851_386.png,0.1073,0.727,0.482,6.0,True,False
1032,PAT_27_38_240.png,0.0794,0.701,0.517,14.0,False,False
1033,PAT_2036_4280_90.png,0.7739,0.949,0.376,,False,False
1034,PAT_147_219_544.png,0.1459,0.77,0.395,9.0,True,False
1035,PAT_2150_4766_754.png,0.4,0.912,0.286,,False,False
1036,PAT_267_1062_418.png,0.0849,0.732,0.406,14.0,True,False
1037,PAT_2090_4532_178.png,0.1933,0.784,0.132,,True,False
1038,PAT_2049_4348_485.png,0.0854,0.728,0.146,,False,False
1039,PAT_753_1833_710.png,0.2171,0.744,0.117,4.0,False,False
1040,PAT_968_1835_721.png,0.1062,0.688,0.156,3.5,True,False
1041,PAT_717_1347_899.png,0.0814,0.746,0.323,28.0,False,True
1042,PAT_1605_2715_845.png,0.2246,0.75,0.169,,False,False
1043,PAT_1650_2913_374.png,0.1884,0.779,0.178,,False,False
1044,PAT_354_1814_153.png,0.4785,0.762,0.23,5.0,False,False
1045,PAT_1208_736_599.png,0.1159,0.726,0.289,,True,False
1046,PAT_852_1629_265.png,0.2426,0.783,,6.0,False,False
1047,PAT_2105_4587_204.png,0.71,0.931,0.273,,False,False
1048,PAT_1066_281_698.png,0.1244,0.728,0.293,,False,False
1049,PAT_1308_1095_117.png,0.1383,0.746,0.666,,True,False
1050,PAT_379_4405_969.png,0.6034,0.852,0.275,18.5,True,False
1051,PAT_677_1350_67.png,0.1536,0.734,0.29,7.0,True,False
1052,PAT_217_1290_283.png,0.1043,0.715,0.344,16.0,False,False
1053,PAT_742_1402_818.png,0.7551,0.958,0.415,12.5,True,False
1054,PAT_1288_1003_969.png,0.0714,0.735,0.295,,True,False
1055,PAT_1780_3381_999.png,0.0614,0.709,0.231,,True,False
1056,PAT_846_4421_153.png,0.4487,0.928,0.28,15.5,True,False
1057,PAT_605_1152_536.png,0.1391,0.723,0.229,8.0,False,False
1058,PAT_613_1164_827.png,0.1447,0.72,0.22,1.0,True,False
1059,PAT_1819_3569_217.png,0.5676,0.918,0.214,,True,False
1060,PAT_881_1681_462.png,0.1636,0.755,0.116,4.5,False,False
1061,PAT_1636_2869_595.png,0.114,0.769,0.174,,False,False
1062,PAT_75_113_165.png,0.1132,0.711,0.211,11.0,False,False
1063,PAT_817_1537_943.png,0.1001,0.738,0.144,10.5,True,False
1064,PAT_1772_3346_66.png,0.0566,0.705,0.421,,False,False
1066,PAT_269_415_103.png,0.2296,0.808,0.374,19.0,True,False
1067,PAT_788_1503_541.png,0.5234,0.916,0.645,12.0,True,False
1068,PAT_823_1558_67.png,0.4206,0.916,0.326,25.0,True,False
1069,PAT_1988_4052_897.png,0.1076,0.718,0.297,,True,False
1070,PAT_492_937_126.png,0.1101,0.752,0.504,15.5,True,False
1071,PAT_386_1554_455.png,0.4439,0.903,0.442,12.5,True,False
1072,PAT_1307_1088_252.png,0.2018,0.746,0.237,,False,False
1073,PAT_1557_2399_681.png,0.3356,0.809,0.376,,False,False
1074,PAT_40_56_160.png,0.0923,0.711,0.23,16.0,False,False
1075,PAT_1837_3608_851.png,0.0795,0.717,0.205,,False,False
1076,PAT_313_669_908.png,0.1279,0.726,0.254,9.5,True,False
1077,PAT_464_900_548.png,0.0839,0.718,0.48,6.5,True,False
1078,PAT_658_1266_149.png,0.3089,0.851,0.151,3.5,False,False
1079,PAT_1801_3459_857.png,0.0461,0.709,0.147,,True,False
1080,PAT_657_1247_455.png,0.0765,0.711,0.239,10.5,False,False
1081,PAT_154_235_30.png,0.0895,0.721,0.396,5.0,True,False
1082,PAT_1505_1733_128.png,0.6582,0.936,0.224,,False,False
1083,PAT_1377_3512_370.png,0.5376,0.859,0.384,,False,False
1084,PAT_810_1526_67.png,0.2708,0.827,0.381,31.5,True,False
1085,PAT_1186_680_578.png,0.166,0.742,0.197,,False,False
1086,PAT_270_1387_430.png,0.0873,0.71,0.459,10.0,True,False
1087,PAT_419_2767_323.png,0.4558,0.877,0.229,6.0,False,False
1088,PAT_2030_4246_973.png,0.0884,0.73,0.37,,False,False
1089,PAT_2092_4537_438.png,0.0676,0.72,0.398,,True,False
1090,PAT_343_717_927.png,0.2743,0.811,0.322,13.0,False,False
1091,PAT_1364_1246_143.png,0.2168,0.737,0.119,,True,False
1092,PAT_2016_4156_941.png,0.138,0.782,0.26,,False,False
1093,PAT_1573_2497_736.png,0.1265,0.736,0.142,,False,False
1094,PAT_935_1785_530.png,0.1869,0.838,0.344,18.0,False,False
1095,PAT_1034_161_203.png,0.5329,0.859,0.159,,False,False
1096,PAT_637_1434_684.png,0.099,0.771,0.421,7.0,False,False
1097,PAT_610_1156_461.png,0.2697,0.775,0.507,12.5,False,False
1098,PAT_252_383_31.png,0.1667,0.762,0.419,14.0,True,False
1099,PAT_890_1694_29.png,0.2072,0.821,0.292,5.0,False,False
1100,PAT_96_150_743.png,0.4941,0.864,0.3,9.0,False,False
1101,PAT_1708_3155_581.png,0.8003,0.919,0.406,,False,False
1102,PAT_756_1496_480.png,0.2151,0.751,0.593,6.5,True,False
1103,PAT_745_1406_409.png,0.1118,0.726,0.344,15.0,False,False
1105,PAT_1350_1230_925.png,0.1423,0.752,0.219,,False,False
1106,PAT_309_663_812.png,0.1117,0.74,0.417,7.5,False,False
1107,PAT_104_1754_276.png,0.0514,0.715,0.348,10.5,False,False
1108,PAT_797_1511_805.png,0.4065,0.874,0.43,13.5,False,False
1109,PAT_928_1764_426.png,0.1398,0.77,0.198,5.5,False,False
1110,PAT_397_797_638.png,0.219,0.81,0.195,9.5,True,False
1111,PAT_818_1539_859.png,0.818,0.872,0.353,7.0,False,False
1112,PAT_1405_1395_96.png,0.11,0.713,0.103,,False,False
1114,PAT_506_957_377.png,0.182,0.841,0.438,37.0,False,False
1115,PAT_579_1099_837.png,0.0862,0.701,,10.0,True,False
1116,PAT_1570_2472_418.png,0.2181,0.733,,,True,False
1117,PAT_918_1742_456.png,0.1351,0.745,0.479,11.5,True,False
1118,PAT_1246_846_899.png,0.9574,0.957,0.258,,False,False
1119,PAT_579_1100_988.png,0.3848,0.819,0.362,11.5,True,False
1120,PAT_1367_1264_801.png,0.8344,0.9,0.356,,False,False
1121,PAT_993_1865_559.png,0.2301,0.726,0.13,4.5,False,False
1122,PAT_268_413_643.png,0.1154,0.73,0.465,20.5,False,False
1123,PAT_207_313_1.png,0.4363,0.879,0.227,19.0,True,False
1124,PAT_1374_1285_735.png,0.0842,0.707,0.267,,False,False
1126,PAT_173_268_1000.png,0.0796,0.688,0.325,7.0,False,False
1127,PAT_342_716_316.png,0.4312,0.885,0.223,11.5,False,False
1129,PAT_996_6_622.png,0.2963,0.82,0.167,,False,False
1130,PAT_651_1232_950.png,0.2923,0.914,0.207,7.5,False,False
1131,PAT_1600_2685_164.png,0.1346,0.741,0.206,,False,False
1132,PAT_1807_3481_801.png,0.1565,0.728,0.188,,False,False
1133,PAT_960_1816_662.png,0.1408,0.752,0.118,6.0,False,False
1134,PAT_245_376_24.png,0.5824,0.872,0.296,25.0,True,False
1135,PAT_1755_3310_986.png,0.0944,0.766,0.338,,False,False
1136,PAT_1006_53_385.png,0.5286,0.858,0.111,,False,False
1138,PAT_380_773_362.png,0.1112,0.698,0.229,20.5,False,False
1139,PAT_834_1574_276.png,0.0908,0.707,0.191,9.5,False,False
1140,PAT_163_254_719.png,0.11,0.74,0.22,5.5,False,False
1141,PAT_265_407_421.png,0.1007,0.693,0.083,10.0,True,False
1142,PAT_674_1277_9.png,0.4435,0.864,0.186,10.0,False,False
1143,PAT_1800_3460_206.png,0.692,0.939,0.186,,True,False
1145,PAT_585_1130_552.png,0.0927,0.726,0.273,5.0,True,False
1146,PAT_690_1309_154.png,0.0764,0.708,0.201,15.5,True,False
1147,PAT_1577_2543_510.png,0.1256,0.753,0.317,,False,False
1149,PAT_2034_4266_880.png,0.1187,0.765,0.274,,False,False
1150,PAT_505_951_710.png,0.0706,0.76,0.242,6.5,False,False
1151,PAT_1475_1651_727.png,0.1249,0.735,0.202,,False,False
1152,PAT_1761_3329_837.png,0.2764,0.958,0.334,,False,False
1153,PAT_564_1079_430.png,0.265,0.767,0.219,13.0,True,False
1154,PAT_747_1409_116.png,0.1504,0.758,,12.5,True,False
1155,PAT_566_179_23.png,0.6701,0.908,0.188,3.5,False,False
1156,PAT_719_1361_234.png,0.1966,0.766,0.43,24.0,False,True
1158,PAT_1486_1684_182.png,0.856,0.919,0.421,,False,False
1159,PAT_2129_4680_110.png,0.2301,0.778,,,True,False
1162,PAT_950_1804_334.png,0.1787,0.75,0.376,6.5,False,False
1165,PAT_406_808_975.png,0.0209,0.704,0.26,9.5,True,False
1166,PAT_237_362_52.png,0.2124,0.823,0.36,6.0,False,False
1167,PAT_900_1711_622.png,0.1572,0.73,0.235,4.0,False,False
1168,PAT_504_953_569.png,0.1374,0.791,0.272,9.5,False,False
1171,PAT_593_1127_823.png,0.2273,0.759,0.251,16.5,False,False
1172,PAT_1670_3007_105.png,0.5213,0.933,0.135,,False,False
1173,PAT_673_1276_752.png,0.1381,0.727,0.155,11.0,False,False
1174,PAT_487_930_973.png,0.1084,0.758,0.408,12.0,False,False
1175,PAT_15_3138_959.png,0.585,0.932,0.277,4.0,False,False
1176,PAT_1180_651_559.png,0.2639,0.756,0.136,,False,False
1177,PAT_1261_896_349.png,0.5119,0.912,0.121,,False,False
1178,PAT_931_1762_69.png,0.1975,0.803,0.222,10.0,False,False
1179,PAT_678_1298_396.png,0.2226,0.768,0.306,7.0,False,False
1180,PAT_810_1526_639.png,0.2923,0.783,0.3,31.5,True,False
1181,PAT_83_126_820.png,0.0707,0.697,0.315,6.5,True,False
1182,PAT_1220_765_464.png,0.286,0.829,0.331,,True,False
1184,PAT_638_3680_891.png,0.2294,0.806,0.404,9.0,False,False
1185,PAT_901_1716_497.png,0.2902,0.814,0.076,11.0,True,False
1186,PAT_735_1391_261.png,0.1152,0.742,0.194,10.0,True,False
1187,PAT_787_1482_328.png,0.4249,0.844,0.49,55.0,False,False
1188,PAT_467_904_535.png,0.1745,0.766,0.307,7.5,True,False
1189,PAT_684_1303_178.png,0.1629,0.836,0.331,11.0,True,False
1190,PAT_822_1550_132.png,0.1018,0.797,0.375,11.5,True,False
1191,PAT_1296_1038_1.png,0.1474,0.799,0.195,,False,False
1192,PAT_629_1192_362.png,0.1317,0.77,0.403,14.0,False,False
1193,PAT_1286_1000_276.png,0.1477,0.725,0.414,,False,False
1194,PAT_1603_2704_969.png,0.0655,0.713,0.201,,False,False
1195,PAT_919_1744_451.png,0.0452,0.707,0.377,11.5,True,False
1196,PAT_1305_1082_88.png,0.0775,0.712,0.364,,False,False
1198,PAT_650_1241_329.png,0.3595,0.861,0.535,7.0,False,False
1199,PAT_625_1184_412.png,0.0262,0.703,0.375,5.0,True,False
1200,PAT_460_894_242.png,0.0711,0.733,0.449,17.0,False,False
1201,PAT_1534_1809_366.png,0.1707,0.774,0.238,,True,False
1202,PAT_2099_4562_100.png,0.1222,0.728,0.39,,False,False
1203,PAT_352_729_947.png,0.1656,0.772,0.406,9.5,True,False
1204,PAT_126_190_376.png,0.1467,0.738,0.179,10.0,False,False
1205,PAT_626_1187_34.png,0.322,0.829,0.279,13.5,False,False
1206,PAT_633_1199_745.png,0.1589,0.777,0.287,8.5,True,False
1207,PAT_902_1718_852.png,0.171,0.776,0.461,13.0,True,True
1209,PAT_877_1667_118.png,0.1475,0.763,0.333,13.0,True,False
1210,PAT_210_316_401.png,0.503,0.881,0.202,7.5,True,False
1211,PAT_645_1222_860.png,0.0587,0.725,0.15,9.0,True,False
1212,PAT_478_916_979.png,0.1739,0.785,0.207,21.0,True,False
1213,PAT_377_1580_429.png,0.8678,0.879,0.236,4.5,False,False
1214,PAT_873_1661_178.png,0.1372,0.743,0.141,5.5,False,False
1215,PAT_565_1073_749.png,0.2546,0.795,0.156,14.0,False,False
1216,PAT_386_784_470.png,0.0908,0.701,0.338,11.0,True,False
1217,PAT_1393_1355_316.png,0.0963,0.75,0.447,,False,False
1218,PAT_108_161_878.png,0.1044,0.746,0.424,9.0,True,False
1219,PAT_1940_3902_876.png,0.0677,0.717,0.223,,True,False
1220,PAT_545_1029_650.png,0.1925,0.771,0.262,17.0,False,False
1221,PAT_1746_3284_798.png,0.6557,0.978,0.323,,False,False
1222,PAT_704_1324_359.png,0.1803,0.711,0.321,7.0,False,False
1223,PAT_2020_4176_865.png,0.3316,0.823,0.339,,False,False
1224,PAT_1138_520_154.png,0.1105,0.774,0.273,,False,False
1225,PAT_380_774_185.png,0.1584,0.766,0.367,3.5,False,False
1226,PAT_559_1093_774.png,0.1403,0.825,0.265,27.5,True,False
1227,PAT_2093_4542_192.png,0.4769,0.842,0.222,,False,False
1228,PAT_1468_1622_219.png,0.275,0.815,0.411,,False,False
1229,PAT_387_786_213.png,0.1091,0.758,0.354,21.5,True,False
1230,PAT_1975_3999_453.png,0.0834,0.752,0.122,,True,False
1231,PAT_1728_3234_404.png,0.3722,0.885,0.277,,False,False
1232,PAT_1563_2426_436.png,0.234,0.805,0.183,,False,False
1233,PAT_366_2448_563.png,0.7101,0.884,0.351,12.0,True,False
1234,PAT_711_1334_480.png,0.0909,0.726,0.243,22.0,True,False
1235,PAT_428_845_189.png,0.0625,0.702,0.268,9.5,False,False
1236,PAT_1186_681_457.png,0.1459,0.739,0.19,,False,False
1237,PAT_802_1516_510.png,0.2561,0.818,0.281,15.0,False,False
1238,PAT_2003_4107_766.png,0.1043,0.734,0.165,,True,False
1239,PAT_2116_4614_671.png,0.2345,0.766,0.298,,False,False
1240,PAT_211_318_942.png,0.2006,0.759,0.243,5.5,True,False
1241,PAT_316_674_318.png,0.1848,0.808,0.572,8.5,True,False
1242,PAT_1351_1231_203.png,0.1371,0.746,0.236,,True,False
1246,PAT_1113_458_387.png,0.0788,0.717,0.618,,True,False
1247,PAT_1698_3122_83.png,0.0991,0.752,0.267,,True,False
1248,PAT_2085_4506_726.png,0.0802,0.725,0.22,,True,False
1249,PAT_1243_837_806.png,0.1114,0.745,0.365,,True,False
1250,PAT_688_1305_242.png,0.0573,0.715,,6.0,True,False
1251,PAT_67_104_695.png,0.1243,0.718,0.314,16.0,True,False
1252,PAT_2108_4596_837.png,0.1567,0.774,0.261,,False,False
1253,PAT_471_909_353.png,0.273,0.887,0.539,58.0,False,False
1254,PAT_621_3592_955.png,0.0767,0.731,0.339,13.5,True,False
1255,PAT_1118_470_710.png,0.1847,0.719,0.123,,True,False
1256,PAT_1286_999_846.png,0.0768,0.733,0.204,,False,False
1259,PAT_456_888_961.png,0.2278,0.77,0.195,85.0,False,False
1260,PAT_316_1457_353.png,0.1248,0.778,0.506,8.5,False,False
1261,PAT_177_274_865.png,0.1232,0.772,0.322,8.5,False,False
1263,PAT_330_1437_458.png,0.1142,0.79,0.31,15.0,True,False
1264,PAT_615_1167_722.png,0.0882,0.752,0.37,4.5,False,False
1265,PAT_1340_1207_304.png,0.1401,0.724,,,False,False
1266,PAT_988_1858_453.png,0.0863,0.705,0.491,6.0,False,False
1267,PAT_2024_4225_170.png,0.1121,0.693,0.15,,False,False
1268,PAT_947_1798_946.png,0.2374,0.779,0.196,14.0,False,False
1269,PAT_782_1492_890.png,0.0672,0.721,0.502,10.0,False,False
1270,PAT_299_1452_1.png,0.2137,0.849,0.254,12.5,False,False
1271,PAT_874_1672_287.png,0.115,0.739,0.245,6.5,False,False
1273,PAT_351_728_683.png,0.0942,0.721,0.331,3.5,True,False
1274,PAT_402_803_739.png,0.2227,0.829,0.235,6.5,False,False
1275,PAT_1179_641_735.png,0.1864,0.723,0.321,,True,False
1276,PAT_282_433_934.png,0.1791,0.789,0.469,5.5,True,False
1277,PAT_156_241_538.png,0.3464,0.808,0.2,14.0,True,False
1278,PAT_1153_555_98.png,0.0913,0.699,0.241,,True,False
1279,PAT_660_1249_469.png,0.0419,0.74,0.236,10.0,True,False
1280,PAT_762_1436_414.png,0.1513,0.753,0.39,6.0,False,False
1281,PAT_1373_1283_85.png,0.0853,0.726,0.393,,True,False
1282,PAT_1689_3077_411.png,0.1597,0.758,0.562,,True,False
1283,PAT_669_1265_76.png,0.0934,0.727,0.201,7.5,False,False
1284,PAT_1414_1433_806.png,0.1634,0.855,0.323,,False,False
1285,PAT_861_1639_823.png,0.1015,0.712,0.382,9.5,False,False
1287,PAT_261_401_911.png,0.3935,0.863,0.241,7.0,False,False
1288,PAT_110_165_583.png,0.1222,0.728,0.198,5.0,True,False
1290,PAT_880_1675_704.png,0.5363,0.927,,37.5,False,False
1291,PAT_2017_4164_500.png,0.1309,0.748,0.38,,True,False
1292,PAT_197_301_449.png,0.2874,0.72,0.175,4.0,True,False
1293,PAT_486_929_274.png,0.2524,0.843,0.35,14.0,True,True
1294,PAT_955_1810_892.png,0.0905,0.723,,6.5,False,False
1296,PAT_481_923_186.png,0.1313,0.768,0.226,6.5,True,False
1297,PAT_938_1790_977.png,0.2399,0.755,0.481,12.5,False,False
1298,PAT_645_1223_443.png,0.1993,0.75,0.259,7.5,True,False
1299,PAT_86_1082_220.png,0.4476,0.918,0.288,17.5,True,False
1300,PAT_477_915_389.png,0.0712,0.701,0.171,7.0,False,False
1301,PAT_1946_3924_24.png,0.1343,0.744,0.157,,True,False
1303,PAT_1931_3879_727.png,0.1032,0.727,0.213,,False,False
1304,PAT_904_1736_851.png,0.0494,0.717,0.26,10.0,False,False
1305,PAT_32_44_211.png,0.0756,0.732,0.282,6.0,False,False
1306,PAT_815_1536_963.png,0.1029,0.748,0.241,6.5,False,False
1307,PAT_303_652_342.png,0.2332,0.808,0.47,22.0,False,False
1308,PAT_330_695_296.png,0.1195,0.731,0.292,6.0,False,False
1309,PAT_363_746_18.png,0.1521,0.748,0.152,5.5,False,False
1310,PAT_645_4042_489.png,0.7403,0.934,0.412,5.5,True,False
1311,PAT_388_1590_328.png,0.3503,0.863,0.216,10.0,False,False
1312,PAT_747_1410_622.png,0.1091,0.729,,8.5,True,False
1313,PAT_983_1853_985.png,0.1118,0.746,0.413,9.5,False,False
1314,PAT_110_397_52.png,0.5512,0.992,0.316,5.0,False,False
1315,PAT_191_294_419.png,0.3814,0.903,0.368,8.0,True,False
1316,PAT_1450_1556_114.png,0.1286,0.743,0.116,,False,False
